category,domain,length_category,model_family,model,attention,attention_backend,flash_attn_version,chunk_size,overlap,segmentation_method,top_k,embedding_model,query_strategy,num_chunks,context_tokens,latency,gpu_peak_gb,throughput_docs_per_hour,seed,n_samples,model_commit_hash,tokenizer_version,rougeL,bertscore_f1
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,22,3072,4.952051877975464,3.424111843109131,726.9713825114005,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.14876033057851237,0.8201379776000977
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,32,3072,4.928709983825684,3.424111843109131,730.4142487210551,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.21259842519685038,0.8420476913452148
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,18,3057,3.8799571990966797,3.3879952430725098,927.8452867568079,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.27111111111111114,0.834755003452301
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,24,3065,4.923502683639526,3.4086174964904785,731.1867650570318,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2138364779874214,0.8611524105072021
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,19,3064,3.6823887825012207,3.3821206092834473,977.6262672500161,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2678062678062678,0.8290607333183289
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,25,3066,3.5313148498535156,3.3795876502990723,1019.45030479209,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.20833333333333334,0.8547717928886414
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,25,3014,2.5282411575317383,3.3741936683654785,1423.9147991383047,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2781954887218045,0.8499696850776672
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,17,2985,4.900243759155273,3.40529203414917,734.6573307244178,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.188034188034188,0.8309415578842163
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,19,3002,4.868851900100708,3.40529203414917,739.3940242720337,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.22222222222222224,0.8276774287223816
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,28,3071,4.909672975540161,3.408616542816162,733.2463929746622,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.1452991452991453,0.7972167730331421
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,17,3070,4.400753974914551,3.3973336219787598,818.0416402554976,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.23699421965317918,0.8564738631248474
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,18,3043,2.8381659984588623,3.374769687652588,1268.424751038106,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.16585365853658537,0.8393429517745972
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,19,3063,1.9473421573638916,3.372704029083252,1848.6735812638617,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.31775700934579443,0.8621746897697449
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,26,3064,4.91808009147644,3.4086174964904785,731.9929592523688,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.15032679738562094,0.8262434005737305
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,16,3061,4.914679288864136,3.4086174964904785,732.4994752265961,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.26038781163434904,0.8587586283683777
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,18,2595,4.760611295700073,3.2971205711364746,756.2054064887902,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.26258205689277897,0.8443427085876465
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,16,3072,4.9058005809783936,3.424111843109131,733.8251811454656,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.31151241534988716,0.865290105342865
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,16,3069,2.5011274814605713,3.3741936683654785,1439.3508634344882,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2329317269076305,0.8562101125717163
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,23,3070,2.442624092102051,3.3741936683654785,1473.8248147310892,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2105263157894737,0.834105908870697
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,30,3072,4.99206280708313,3.424111843109131,721.1447730369173,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.23940149625935161,0.8303652405738831
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,19,3047,4.940901041030884,3.4086174964904785,728.6120426425067,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.21413276231263384,0.8412438035011292
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,16,3044,4.897669076919556,3.4086174964904785,735.043536723445,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2896174863387978,0.8643112778663635
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,22,2933,4.849740505218506,3.40177583694458,742.3077577297719,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.22023809523809526,0.8383440375328064
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,15,2887,1.5181171894073486,3.3330235481262207,2371.358433406178,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.22826086956521738,0.8478263020515442
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,22,3071,3.569039821624756,3.3799643516540527,1008.6746519855724,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.22996515679442509,0.8278933763504028
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,20,3063,4.909071445465088,3.4086174964904785,733.3362408741506,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.18378378378378382,0.8151845335960388
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,20,2696,1.8041725158691406,3.29530668258667,1995.374593247109,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.21641791044776115,0.8391566276550293
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,18,3064,2.171149730682373,3.3741936683654785,1658.1076602526864,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.2111801242236025,0.8540306091308594
arxiv_extra_long,arxiv,extra_long,BigBird-Pegasus,google/bigbird-pegasus-large-arxiv,default,block_sparse,,1024,0,fixed,3,BAAI/bge-base-en-v1.5,first_tokens,20,2969,2.034416913986206,3.3643927574157715,1769.5487956528114,42,60,c5ae494f3d319933617d513f8491c5be87f5d35b,4.57.1,0.21052631578947367,0.8338488340377808
